mfName,MFType,age_months,cost_of_uniqueness,crowding_score,flow_vol_ann_36m_std,flows_ann_36m_avg,ret_3m,ret_6m,value_added,vol_ret_36m,score_raw,score_0_100
Demina Mitra Maxima Ekuitas,SH,95,2.861015677153798,-0.04857866524676555,0.05240022663989279,-0.03117762485573519,0.4480815994670897,0.8326335463175736,1.954369554094363,0.08058925681648715,2.132774126130454,100.0
Bahana Icon Syariah Kelas G,SH,131,4.471727003886336,0.105491011297506,0.003044349503629644,0.002094116185762574,0.2107837561471793,0.3993518824408688,12.90037511115018,0.05167031810153187,1.106255354412226,74.89622355407253
Simas Syariah Unggulan,SH,137,3.052771750270107,0.01728650373728011,0.02956496164686808,0.02005657206491344,0.04992569959023907,0.2893099003831239,1.429427788821781,0.04579515142348122,0.9326857593934175,70.65153516530688
Sucorinvest Maxi Fund,SH,135,4.331923977866025,0.1920449163274199,0.03146473521463809,-0.01247834501121473,0.2542396004031848,0.3657640858965221,7.296111199706845,0.05691721711918861,0.8445523790329086,68.49621103587984
Jasa Capital Saham Progresif,SH,103,2.387288326674059,-0.04721326371287937,0.02579078422927131,0.01584076173484813,0.04064485263107054,0.2168173076722981,-2.263825349880376,0.05856116066801244,0.6666176302715405,64.14477170721477
SAM Indonesian Equity Fund,SH,171,4.156710194915664,0.2782754006595191,0.04214560846635679,0.01641636868653462,0.1249179983599999,0.2408605146412468,13.32676389206751,0.05200643450726775,0.6458568004195296,63.63706035716859
HPAM Ekuitas Syariah Berkah,SH,70,5.247275869724294,0.0471246177756778,0.03035023576788308,0.01695729256554239,0.01731043740944305,0.2290971858407289,28.80426179933045,0.06068250117309573,0.6288710574693849,63.22166971304555
Bahana Dana Ekuitas Prima,SH,240,5.444058306114108,0.2652540117897556,0.008002552909491503,-0.006350263398818667,0.2425040592155359,0.3348213581069202,-1.102901288211073,0.05349967087169937,0.6171348122918427,62.93465686596584
Simas Danamas Saham,SH,220,2.521917741384128,0.00869090257166726,0.0298924847500068,0.01734423670657499,0.05181527515525075,0.164164577108169,5.230130072179079,0.04099723809241727,0.6131677370594656,62.8376410368144
Bahana Explorer Equity Fund Kelas I,SH,94,5.445869116183435,0.2654983227354401,0.04639679133077446,0.03532633232966059,0.1879537254199999,0.2421204505938779,-1.995094978603791,0.05619475318670139,0.5775118535586347,61.96566737880846
Sucorinvest Saham Dinamis,SH,122,3.814691061442931,-0.04857770539535509,0.03260116573068374,0.002561582734613414,0.07210016504000016,0.1331750472219579,-1.715407603924187,0.0349911284674926,0.5697956571418578,61.77696584192825
Principal Islamic Equity Growth Syariah,SH,222,2.241154758877822,0.1076029033347843,0.002180418309810099,-0.0004514302157862266,0.07720613953657862,0.1862138727076701,-1.60066125283874,0.0361880944439703,0.5647412396814837,61.65335878330891
Trim Syariah Saham,SH,229,5.134374542251359,0.026171550428504,0.01876711868530311,0.01251376831579765,0.09213282982372473,0.215218629782262,-1.697073716919928,0.05256050805716948,0.5153358388606829,60.44513719828048
Sucorinvest Sustainability Equity Fund,SH,49,5.036402619231646,0.3050595306588177,0.02887816218799557,-0.01710953153208242,0.2032767569319465,0.2145311371493599,9.139806339349034,0.04532280475938292,0.4938859175536157,59.92057394224373
Sucorinvest Sharia Equity Fund,SH,146,3.456554499417228,-0.01256901940649178,0.01148393202563068,-0.004219336102492705,0.1728969009987129,0.145595286543295,-13.6007937932078,0.03200955612918276,0.4693370828899546,59.3202259755202
SAM Dana Saham Nusantara Kelas S,SH,37,3.689496213697561,0.457920571221937,0.005563584851493194,0.002297914907019816,0.2070689114343611,0.2123674378579115,-0.7424657682187052,0.05175885725358342,0.3891195432828776,57.3584857357702
Mandiri Investa Atraktif Syariah,SH,216,3.694441775223418,0.1879693381231924,0.009658551961913992,0.006253122317330596,0.1006032434743103,0.1453204043429117,-4.323462621192331,0.03799980564940902,0.3711540410451037,56.91913483022272
HPAM Ultima Ekuitas 1,SH,194,6.636051566437776,0.2465399115811883,0.005867261521014168,-0.000157566164772633,0.02024206202737977,0.2137079800461388,13.15964207295258,0.05168028715290144,0.3661087617365447,56.79575124741953
Mandiri Investa Ekuitas Dinamis,SH,178,3.021764624308184,0.007202620658505771,0.003993008691867857,0.00328752696788662,0.06670142610533203,0.1104803582507849,-4.50111719417564,0.03942344077478545,0.3576742856072638,56.58948399832329
Manulife Syariah Sektoral Amanah Kelas A,SH,204,3.099683232558521,0.1934659729934836,0.008446298109869712,-0.003183114810671228,0.1250438318971188,0.147786796944366,-14.36894456807599,0.03614217850931521,0.3504052679700803,56.41171833171017
Syailendra Equity Opportunity Fund Kelas A,SH,224,8.85282430159726,0.4352084905719996,0.004351191327032647,-0.00165306519890813,0.1960079112308319,0.20132270461343,8.826021610742481,0.04341715256293319,0.3500110979483519,56.40207880403686
Manulife Saham Andalan,SH,219,3.826123928799832,0.3465972230585346,0.02553344320805867,-0.01514673815917107,0.1878706614329575,0.2680750994693344,-13.1132691978034,0.04404321875247733,0.3052134046000138,55.30653987177993
BRI Mawar Fokus 10,SH,191,3.164479748218999,0.0519768686500742,0.005978206139184217,-0.0003722142625531927,0.08493539105791559,0.1109635208408741,-9.478642880802877,0.04438022255131184,0.260231971204263,54.20650753014608
BNP Paribas Pesona Syariah,SH,225,2.551074915164933,0.2160167511698906,0.02299115432082985,-0.01213852324595406,0.1029089481437855,0.1295800159015654,-4.038530922408166,0.0331920295433818,0.2503020214932238,53.96366809599916
BMI Indo Saham Andalan,SH,55,5.011952840292053,0.4014309201231059,0.00769755516532831,-0.004358293904683263,0.07234985674234529,0.1785483696073737,1.05075957869111,0.03996537909704641,0.2273997981208778,53.40358842527701
Manulife Dana Saham Utama Kelas I,SH,121,6.984318992180271,0.4272884722936554,0.04937100817107544,0.01054213615597185,0.1869139068800001,0.1996465517786103,-9.8647295638156,0.04260607183422167,0.2222278268751491,53.27710655907575
Manulife Institutional Equity Fund Kelas I,SH,174,2.438027772028243,0.3847485999914919,0.01863375776180796,-0.01166219997832678,0.162499101462227,0.1672194917393746,-13.40622724464702,0.04238260343951408,0.196651946782035,52.65164193635805
Manulife Saham SMC Plus,SH,154,2.962758192314253,-0.01256997880635554,0.01680333733053566,-0.005117159485739941,0.05644904649674287,0.07781295720083614,-5.017899357284966,0.04217726821596097,0.1921623116119236,52.5418467716329
PNM Saham Unggulan,SH,118,5.87120770316692,0.4890318735646493,0.01140118851830971,-0.005281887576356381,0.1049872767280269,0.2249813427431577,-2.628223009696098,0.04344011570466774,0.162144678003976,51.80775794219208
Panin Dana Syariah Saham,SH,162,3.724440551370968,0.1945098978970952,0.01848865487561404,-0.006617319230092794,0.063815260935423,0.1138972286352207,-4.392975258449514,0.03622642213892095,0.1601624467809164,51.75928197579106
Bahana Stellar Equity Fund Kelas I,SH,98,7.821916858119132,0.4886164002308451,0.04314212860882406,0.01869790937205835,0.13457900528,0.1452598289251659,-4.034636619271349,0.03844679306295126,0.1505343514009853,51.52382446573181
Cipta Saham Unggulan,SH,84,4.091194966856198,0.144504227162386,0.02916084456714884,-0.01517948831647968,0.08148283763589315,0.1083392504606895,-0.3648452931435391,0.03690804958847591,0.1461559497917228,51.41674954589821
HPAM Smart Beta Ekuitas,SH,96,6.90547027983543,0.2759363522857476,0.04178493428862393,0.03956382002378583,-0.01728472345699983,0.1138879862221818,-0.3332551274377706,0.06026027695817035,0.1392576482659723,51.24804983564432
BNP Paribas Solaris,SH,213,2.443191187105212,-0.02325189006681766,0.005463726663763189,0.004476372662626076,0.007528217040731366,0.06599108278988908,-12.78900154552453,0.04242931705127131,0.1247760829573384,50.8938994897266
Tram Consumption Plus Kelas A,SH,176,8.316772183031505,0.3988052227519986,0.01142331335373551,-0.006544443036461581,0.1452593910272439,0.1744080191555444,0.3750959159034261,0.04074157471915912,0.1144178724754414,50.64058683000566
Panin Dana Berkembang,SH,98,2.270800198775922,0.5596266018740657,0.04916387930282488,0.005761969016311683,0.1243328303110001,0.1140991436429963,-5.073209505702699,0.04013109232787679,0.0952791054431677,50.17254343687348
Recapital Equity,SH,113,3.389245585288792,0.1148472648244594,0.009145174308547725,-0.004770286709343493,0.06887742744364367,0.03016073547710585,0.2931807953476491,0.03556058846090309,0.09178014498185239,50.08697547296087
Eastspring Investments Value Discovery Kelas C,SH,41,2.855439480098255,0.4746868177544477,0.0423731454103417,0.01529883338681336,0.1199935673329999,0.1046536806233394,-5.315475062602449,0.04073584892154244,0.0869569175176147,49.96902222422738
Panin Dana Berdedikasi,SH,101,2.159244967431196,0.5368751507663918,0.05354521517018984,0.007042955243040987,0.1234789148659998,0.1106722143369954,-5.49591903546768,0.0415248645153223,0.0737627359420992,49.64635517342975
Prospera Bijak,SH,175,5.893168627473749,0.4909359990117874,0.03312077412308266,-0.01982576559658252,0.1315186729227968,0.1745819345477355,1.951676917519964,0.03818222942407707,0.07162620302616866,49.59410572006505
Schroder Dana Istimewa,SH,254,3.640309612186847,0.3132452273755439,0.004705859967917405,-0.002430908681629897,0.0970658202714414,0.1387389513250186,-35.88070763347244,0.03741982953432281,0.07138784969572612,49.58827672902522
Schroder Dana Prestasi Prima,SH,120,2.804308785819508,0.2868117768937002,0.0240484223771222,-0.01422977940383897,0.1327372882155751,0.1076290363555716,-4.829740809378649,0.03625667059600402,0.07007853152645756,49.55625702171593
Manulife Dana Ekuitas Utama Kelas I,SH,94,3.363626031401277,0.4054035789564853,0.05134560263144711,0.002882644423635861,0.1271858911850001,0.09837084374039073,-5.763005205185173,0.04199379649953603,0.04281181230733909,48.88944250010237
HPAM Syariah Ekuitas,SH,136,2.951732575711095,-0.01635223484880793,0.02446660254021492,0.01333963124616239,-0.08298350621472783,0.00923086606723933,7.80970361106546,0.05139187186452428,0.03246197826657758,48.63633468837008
Ashmore Dana Progresif Nusantara,SH,155,4.769380642995288,0.3709875087437085,0.02502098274495872,-0.01303547229681704,0.1175777447255537,0.1345059068089494,-6.649404532076725,0.0396248715742849,0.0311559225630593,48.60439476548667
Prospera Saham SMC,SH,104,8.296830152617346,0.397360207690562,0.02755605506938356,-0.01566933023212853,0.1228932067169057,0.1660143872811801,2.517629879207675,0.03721552049759808,0.02719488713152692,48.50752664119397
Bahana Dana Ekuitas Andalan Kelas S,SH,38,6.162405693613173,0.5131771341978907,0.01686287817802683,-0.01060852301729644,0.1116096917448997,0.1556602915971588,-2.950687997706715,0.03837428463994837,0.01268620211759165,48.15271307601721
Trim Kapital Plus,SH,212,9.703923687454948,0.4847445053114024,0.01820480338466447,-0.01026930273995137,0.1262871208819738,0.1433347707054935,9.96553283003563,0.0419130722202475,-0.008063158110903293,47.64528221851787
Bahana Dana Ekuitas Andalan Kelas G,SH,242,6.162405693613173,0.5131771341978907,0.01686295597632587,-0.01060748935037227,0.1116097022251974,0.1556567486687799,-15.05222628771463,0.0384164653049056,-0.01625656452823999,47.44491039025879
Schroder 90 Plus Equity Fund,SH,189,4.173590774116121,0.4009954173023953,0.02633674989180883,-0.01568549657818737,0.148701307826578,0.1294426022324899,-8.072379122886451,0.03724553411340556,-0.03115115536507938,47.08065940048321
BRI Mawar Ekuitas Utama,SH,98,2.277555513297028,0.5609327657825636,0.0499359213074913,0.01382846281638481,0.1192383563359998,0.06533415684051413,-6.104762716407638,0.04167162789511074,-0.03890494298242831,46.89103856127603
Panin Dana Ultima,SH,139,4.144083432747902,0.2760763510953907,0.02245228405995561,-0.01066224254406647,0.1005381195438002,0.08863190126256137,-4.932168335892666,0.04048678046202438,-0.0632700318422863,46.29518414470339
Prospera BUMN Growth Fund,SH,128,6.015705046956564,0.5013053371827554,0.03277312649726253,-0.01913937949484006,0.1417207326118068,0.1277793805540408,-0.1045104359961417,0.04454104933254766,-0.06349337021716521,46.28972234820319
BNI - AM Dana Saham Inspiring Equity Fund,SH,141,6.786147686106911,0.5593965621878016,0.0384790190472511,0.008818735480404837,0.1345887848959999,0.124096351450339,-7.047432559533236,0.04231841604617478,-0.06680026467070362,46.20885140713609
Eastspring Investments Alpha Navigator Kelas A,SH,160,4.307668746356428,0.4196396828064867,0.01790986284955958,-0.01139476864059489,0.1189180067026052,0.08846381542503745,-4.16784077546578,0.03840305794892604,-0.0774078996756391,45.94943900755749
Sucorinvest Equity Fund Kelas A,SH,164,4.925004358590909,0.2893407304513771,0.02525576237345455,-0.013300803080906,0.07347932887161246,0.07107836534355427,-12.0585245582759,0.03860870428312026,-0.08186362416645973,45.84047313707957
Panin Dana Infrastruktur Bertumbuh,SH,117,5.587225274362684,0.4630608481520015,0.02786126846317871,-0.01417924245018025,0.09877455718882433,0.1331300509825979,0.5685534447809337,0.04766038137685537,-0.08896636833547214,45.66677373022601
Eastspring Investments Value Discovery Kelas A,SH,151,4.759065800163759,0.4746868177544477,0.01390543613995537,-0.009160397200315007,0.1144964068285859,0.1060886554093265,-6.333053054430369,0.04004163464254207,-0.1116358307419931,45.11238628785114
BRI Mawar Ekuitas Plus,SH,128,4.555111026594057,0.5609327657825636,0.04998459156707445,0.01436673764641368,0.1178638167399999,0.06210551214452797,-7.217216725623815,0.04178953493589909,-0.1386745383958683,44.45114784679126
Bahana Primavera 99 Kelas S,SH,136,4.438492450319188,0.5493965524586681,0.03083409500573146,-0.01987910280436457,0.1168553009832862,0.1035201999728181,-2.072448706660504,0.04164337641450318,-0.1520567569802516,44.12388230333648
Majoris Saham Alokasi Dinamik Indonesia,SH,121,5.885848226475728,0.4903028612757297,0.0315100296827349,-0.0178867133393525,0.1044250973567535,0.1288024258044436,-0.1434569865664075,0.04276304047265435,-0.1568665195362902,44.0062583423419
Batavia Dana Saham Optimal,SH,232,4.987113019170821,0.3984495662184145,0.03686027135545338,-0.02229990708416455,0.121952207904003,0.1111309313090225,-8.183525266910092,0.03733451812800052,-0.1668514019998405,43.76207551382502
UOBAM Sustainable Equity Indonesia D,SH,45,5.496150350887189,0.4541634037511838,0.01581112197594021,0.008788414431749781,0.03105054244741612,0.05685150047085741,-6.269698580900588,0.04286562983789234,-0.1814751588289422,43.40444783827566
Allianz Indo Asia Equity Fund Kelas A,SH,107,6.160009852980168,0.5129877919677966,0.0272531131699472,-0.01651795370101841,0.1089541826815947,0.1126921786994479,-1.263132255259373,0.03986760714757051,-0.1884897037056916,43.23290536744379
Simas Saham Unggulan,SH,157,6.13843905493686,0.3483685405684713,0.03763296140115181,0.02235240688095544,-0.01614139362208611,0.01023078320620163,-9.412704121260404,0.04015395812108294,-0.2052642565262721,42.82267943140621
KISI Equity Fund,SH,72,6.106899500007154,0.5087523546119458,0.02506206085253796,-0.01374073443267274,0.1016698565617897,0.1075207060102179,-4.593088836346237,0.03926380652590841,-0.2088044595065131,42.73610287125192
Ashmore Dana Ekuitas Nusantara,SH,155,6.863870131381479,0.5629287934391329,0.04223335752350971,0.0122765768322667,0.08669010563399993,0.0717600819741735,-10.65765782641117,0.03968226304030555,-0.2149880112776108,42.58488254720113
SAM Dana Cerdas,SH,129,3.371814189554612,0.4068475047659186,0.04805186119954657,0.003079528826962183,0.03946654645600001,0.05583361301243039,-7.573284360863788,0.04816147335654315,-0.2274429732509116,42.28029329892375
Ashmore Digital Equity Sustainable Fund,SH,49,4.896210984034355,0.3872813059358657,0.00357972499003217,0.002751836784377018,-0.002048660022609172,0.02244951455379995,-5.989591795453362,0.04277162931362404,-0.2418130412033091,41.92886964908055
Mandiri Investa Atraktif Kelas A,SH,248,4.609867405385192,0.5661480419884476,0.008963956604661759,-0.005514435823184826,0.08679454715755752,0.06031025662110623,-21.4784216017168,0.03915095119317229,-0.24443800279898,41.8646755486974
Bahana Primavera Plus,SH,356,3.884072325749086,0.2276147948863395,0.005342794506925725,-0.004393283052526939,0.08866172022539298,0.1366710774261026,-91.14702759104094,0.04169171781551739,-0.2646516219115636,41.37034637582114
BNP Paribas Maxi Saham,SH,192,5.100459192415009,0.5098480537364561,0.02939057146165164,-0.01695588832033575,0.09230259212517344,0.07393422114512815,-6.601506740997499,0.03694231006621772,-0.2693638212944742,41.25510834692546
Allianz Alpha Sector Rotation Kelas A,SH,185,6.699382650955204,0.5521975447137272,0.03059894986991069,-0.01844722481779213,0.1260811056319091,0.1307790601541767,-5.06176859577936,0.0423996292585899,-0.2701561572836997,41.2357315697134
Mandiri Investa Cerdas Bangsa Kelas A,SH,211,4.466490605014426,0.5522211559664658,0.01449823161182684,-0.008530348439881603,0.08240094073584214,0.0405453246556815,-12.95060767946248,0.03888689914656247,-0.2711428556907094,41.21160161036774
Panin Dana Teladan,SH,128,4.845440163099963,0.3808612016620813,0.02450762637116458,-0.01491470357494249,0.06001633589276612,0.06037704228267549,-10.83738792335621,0.03988257165953291,-0.2811080274287099,40.96790081263434
Mandiri Investa Equity Movement,SH,159,6.824626905401588,0.5604155301697817,0.008713341846926098,-0.005347234078420467,0.08585107528487601,0.05939457648766178,-8.718542294252542,0.03942054683403624,-0.2936581806928967,40.66098363723879
BRI Mawar Komoditas 10,SH,179,6.506534835635406,0.5389250844290562,0.02415486279290093,-0.01439713006730399,0.1200073277304909,0.07871553350474048,-3.935526522707858,0.04075839206846057,-0.3085868959700839,40.29589812563522
Panin Dana Prima,SH,217,5.104903093222798,0.412329686731417,0.02438873155334052,-0.0147147633380499,0.06031583578283617,0.05281808663657794,-18.56239248282516,0.03883993667343995,-0.3157531511002506,40.12064554214759
Trim Kapital,SH,348,10.06024534201851,0.5029942282703028,0.008628749312086893,-0.004563486279345474,0.09201609421501011,0.108506664456915,-37.05888113993235,0.03628756946904318,-0.3263037112338085,39.86262892299816
Insight Wealth (I-Wealth),SH,134,5.287585110399547,0.5271943717590407,0.0367090467844089,-0.02173954673567489,0.1098444808505366,0.07508701771091397,-5.649069893308779,0.04103763282115924,-0.3344976560595169,39.66224392782604
Mandiri Investa Equity ASEAN 5 Plus,SH,145,6.917108196689555,0.5662927462323397,0.007809685743373696,-0.004626662173374626,0.08009088468599468,0.0480770057227653,-9.192255116897924,0.03865076495453402,-0.3391786599235474,39.54776879324233
Avrist Ada Saham Blue Safir Kelas A,SH,104,5.215971773503587,0.4248435132951477,0.01223750839764011,-0.006673555540353009,0.05870507147397075,0.06182567554613039,-8.25972528107954,0.04621298422081025,-0.3506890262943332,39.26627986956754
BNP Paribas Infrastruktur Plus,SH,227,5.64770514504912,0.557342330062761,0.0322474959181183,-0.01828146389465374,0.08636488852482338,0.06265488220811677,-10.05228843422654,0.03746592112725233,-0.3642369305495466,38.93496244108601
BRI Mawar Konsumer 10 Kelas A,SH,179,6.281090964347042,0.5223759666865662,0.007616254237874388,-0.004638371588925374,0.07082766555583553,0.02750672584009584,-10.52988676840704,0.03885618967202743,-0.3753946195116458,38.66209833272792
Bahana Primavera 99 Kelas A,SH,68,8.876984900638377,0.5493965524586681,0.03006552868431433,-0.01939523264014653,0.1117463852860552,0.09350229547528732,-4.249982347955402,0.04157322040448635,-0.3951260892141155,38.17956024574167
Sequis Equity Maxima,SH,112,5.924286516834255,0.4936099070368558,0.01989625847302635,-0.01272291792934125,0.07383699270428923,0.01668570756059529,-6.019235120043774,0.03748284613182493,-0.4129443715229023,37.74380964082923
Sequis Equity Indonesia,SH,112,5.640890585880887,0.4681690853020655,0.0359062495853853,-0.0214232983607253,0.09695170935436814,0.0376458787727536,-5.432374025984772,0.04016492626251187,-0.4437843048459908,36.98961126367315
Maybank Dana Ekuitas,SH,226,7.017596516973617,0.4300042770590883,0.02259361584615478,-0.01240992428564358,0.08502818512752275,0.05403852220618899,-18.41966364426564,0.03901299703733258,-0.460944694614948,36.56994958738076
Cipta GTWS Equity,SH,130,5.350808531088493,0.3458932459151161,0.02289083827345081,-0.01348017381197442,0.05120725041025209,-0.04210609951070876,-8.22493990769695,0.03975961041811149,-0.5152986907750717,35.24070885049427
Manulife Dana Saham Kelas A,SH,271,4.149348742640976,0.3974958107741985,0.03293387440673103,-0.01897163954678584,0.1063743218892881,0.07716211834114617,-70.14290807863907,0.04141014848077703,-0.5199555682529999,35.12682373279078
Rencana Cerdas,SH,320,6.281096879867237,0.4427724859301995,0.03605162010353054,-0.02031248115277105,0.09964297424560109,0.06920785863803203,-61.80102758452573,0.04095520689670103,-0.6280214881637416,32.48404430234562
Schroder Dana Prestasi Plus,SH,306,4.561737506470698,0.4519632055869459,0.02399666564417303,-0.01482734254344471,0.1202403089451924,0.10917058796276,-121.9572832886225,0.03693302410609547,-0.7181628001148169,30.27961569752362
BNP Paribas Ekuitas,SH,302,5.704874660389878,0.5617782775565577,0.03243042324314309,-0.0185974925137419,0.08652371154753968,0.05648999856732639,-71.9141141354528,0.03766199339870747,-0.7330430144042899,29.9157162898536
BNP Paribas Pesona,SH,342,5.575385728383599,0.5516005310138796,0.030539126383623,-0.01745687625016377,0.08837709100896718,0.06306366379645656,-106.6819021699667,0.0369709624317861,-0.8824456326188841,26.26203743718384
Schroder Dana Prestasi,SH,346,3.960096562318827,0.3687022625185358,0.02215380881098233,-0.0131638967368661,0.1236555140063924,0.09687507147970753,-180.5767988906113,0.03640954259963019,-1.013182690832718,23.06482957988887
Panin Dana Maksima,SH,348,4.444380538577737,0.3249902941569353,0.012362685137539,-0.004235755797333517,0.0983904036957457,0.1073771091822864,-280.5175570038458,0.04560562059596226,-1.541487969743455,10.14499023318188
Batavia Dana Saham,SH,352,6.19928121445067,0.5160729290668522,0.04129303793781431,-0.02523692871865877,0.1201887386406453,0.04772980834045781,-269.9035345873093,0.03830430994735262,-1.956326866022295,0.0
